article_id,tweet_id,relevance_score,tweet,clean_text
00ecb565-8dcb-443e-875c-71babdce2269,6.39854e+17,1,Escondido DUI hit-and-run suspect pulls knife on Good Samaritans: http://t.co/6koBuLYj65,escondido dui suspect pull knife on good samaritan http
00ecb565-8dcb-443e-875c-71babdce2269,6.39973e+17,0,Nick Swisher's pinch-hit single to right field scores Freddie Freeman and the #Braves take a 2-1 lead.,nick swisher singl to right field score freddi freeman and the brave take a lead
00ecb565-8dcb-443e-875c-71babdce2269,6.4061e+17,1,"Hit-and-run driver speeds away from car crash, dies mid-getaway http://t.co/PFcoBaMJT6",driver speed away from car crash die http
00ecb565-8dcb-443e-875c-71babdce2269,6.40654e+17,0,"1 dead in Northwest D.C. shooting; Suspect arrested.
http://t.co/qyHnEKHXkm http://t.co/YcieSvA6Tc",dead in northwest shoot suspect arrest http http
00ecb565-8dcb-443e-875c-71babdce2269,6.40703e+17,0,@BMorehonest all the married and baby talk made him run away..so he was trying to chill it a bit...then she ran...everyone lost in the end,bmorehonest all the marri and babi talk made him run away so he wa tri to chill it a bit then she ran everyon lost in the end
00ecb565-8dcb-443e-875c-71babdce2269,6.41174e+17,0,Spotty storms over the metro at 4am. More dropping in from the northwest. Wind gusts to 40 mph possible. http://t.co/Oh4yB8Qr1f,spotti storm over the metro at more drop in from the northwest wind gust to mph possibl http
00ecb565-8dcb-443e-875c-71babdce2269,6.41238e+17,0,@gregglynnonkjo Northwest Parkway or somewhere else?,gregglynnonkjo northwest parkway or somewher els
00ecb565-8dcb-443e-875c-71babdce2269,6.41311e+17,1,Police search for hit-and-run driver who struck man on skateboard. http://t.co/2tU54a4nJ9,polic search for driver who struck man on skateboard http
00ecb565-8dcb-443e-875c-71babdce2269,6.4168e+17,0,".@kporzee and @JmCalderon3 and the #Knicks hit the ⛳️ for @Chase MSG golf outing.

Gallery http://t.co/jgqEJUysOR http://t.co/RHwXJaQHWe",kporze and and the knick hit the for chase msg golf outing galleri http http
00ecb565-8dcb-443e-875c-71babdce2269,6.4172e+17,1,Troopers: Hit and run suspect leads 100+ mph chase with infant in the car http://t.co/YRln6yEjJ1 http://t.co/GFcN89aDz4,trooper hit and run suspect lead mph chase with infant in the car http http
00ecb565-8dcb-443e-875c-71babdce2269,6.41856e+17,1,#EJI Hit-and–run Mercedes-Benz driver falls in car chase http://t.co/v1IUzlR0qX,eji driver fall in car chase http
00ecb565-8dcb-443e-875c-71babdce2269,6.42407e+17,1,Driver charged with murder in alleged intentional hit-and-run of Michigan firefighter http://t.co/DgMUUzObwi http://t.co/Lg7lz1RoeR,driver charg with murder in alleg intent of michigan firefight http http
00ecb565-8dcb-443e-875c-71babdce2269,6.42634e+17,0,Pacific Northwest developing warning system for big quakes http://t.co/e6rGwQMz5d,pacif northwest develop warn system for big quak http
00ecb565-8dcb-443e-875c-71babdce2269,6.43111e+17,0,"Two-car collision in northwest Omaha Sunday sends at least two to hospital, closes intersection http://t.co/xI5ZoHAN4l",collis in northwest omaha sunday send at least two to hospit close intersect http
00ecb565-8dcb-443e-875c-71babdce2269,6.43686e+17,2,Drunk driver arrested following 204km/h chase http://t.co/fh34ynWWIB,drunk driver arrest follow chase http
00ecb565-8dcb-443e-875c-71babdce2269,6.43718e+17,0,Henry County woman allegedly hit man with car and then bit him while he was lying on the ground http://t.co/IPYNAmyvtL,henri counti woman allegedli hit man with car and then bit him while he wa lie on the ground http
00ecb565-8dcb-443e-875c-71babdce2269,6.43787e+17,0,"11 tackles, 2 for loss, 1 QB hit, 2 sacks https://t.co/oXdJHiVeB2",tackl for loss qb hit sack http
00ecb565-8dcb-443e-875c-71babdce2269,6.4394e+17,0,"Fourth straight hit, Ozuna's RBI single. #Marlins 2 #Mets 1",fourth straight hit ozuna rbi singl marlin met
00ecb565-8dcb-443e-875c-71babdce2269,6.43953e+17,1,RT @stephmsharp: @LRpolice Chief Buckner just briefed on what happened. 2 pedestrians hit during a police chase. 1 killed 1 critical http:/…,rt stephmsharp lrpolic chief buckner just brief on what happen pedestrian hit dure a polic chase kill critic http
00ecb565-8dcb-443e-875c-71babdce2269,6.44304e+17,1,Witnesses tell @komonews the woman was in a crosswalk with her husband and another woman when hit at 1st &amp; Broad. PD interviewing driver.,wit tell komonew the woman wa in a crosswalk with her husband and anoth woman when hit at amp broad pd interview driver
00ecb565-8dcb-443e-875c-71babdce2269,6.44456e+17,1,"Alleged hit-and-run driver found after passing out, hitting pole http://t.co/pierQEAH8y #HouNews #KHOU http://t.co/S61GH4g0j0",alleg driver found after pass out hit pole http hounew khou http
00ecb565-8dcb-443e-875c-71babdce2269,6.44485e+17,2,"Police search for hit-and-run driver in Miami, 1 hospitalized. http://t.co/BHJ33KAHxA http://t.co/y7j2Gw9JRJ",polic search for driver in miami hospit http http
00ecb565-8dcb-443e-875c-71babdce2269,6.44546e+17,1,"Sheriff: Driver who ran over deputy hit, killed motorcyclist after 'wild' chase:  http://t.co/KlI9qHVV0d #scnews",sheriff driver who ran over deputi hit kill motorcyclist after chase http scnew
00ecb565-8dcb-443e-875c-71babdce2269,6.45045e+17,0,Juan gone! Uribe with a pinch hit home run!! 4-1 #Mets! #SubwaySeries http://t.co/jjP91sSPjp,juan gone urib with a pinch hit home run met subwayseri http
00ecb565-8dcb-443e-875c-71babdce2269,6.45695e+17,0,California officers identify man hit by gunfire from helicopter in freeway chase http://t.co/OWX3rvOV1Z,california offic identifi man hit by gunfir from helicopt in freeway chase http
00ecb565-8dcb-443e-875c-71babdce2269,6.45707e+17,2,Police searching for fatal hit &amp; run driver #HitandRun #Miami #FatalAccident http://t.co/y6ijJzgmDE,polic search for fatal hit amp run driver hitandrun miami fatalaccid http
00ecb565-8dcb-443e-875c-71babdce2269,6.45728e+17,0,California officers identify man hit by gunfire from helicopter in freeway chase http://t.co/CsnxnUk3fU,california offic identifi man hit by gunfir from helicopt in freeway chase http
00ecb565-8dcb-443e-875c-71babdce2269,6.4579e+17,0,"Innings 6 and 7 for the Mets' pitchers and defense: 5 outs, 5 hits, 5 runs, 2 walks, 2 errors, 1 hit batter.",inning and for the met pitcher and defens out hit run walk error hit batter
00ecb565-8dcb-443e-875c-71babdce2269,6.45895e+17,1,RT @MarcMullins1: Search is on for a hit-and-run driver who put a 3-year-old Indianapolis boy in the hospital in critical condition. @rtv6,rt search is on for a driver who put a indianapoli boy in the hospit in critic condit
00ecb565-8dcb-443e-875c-71babdce2269,6.459e+17,1,RT @emmykubainski: A breakthrough in the hunt for a hit and run driver who left a Perth cyclist by the side of a Mt Pleasant road. Details …,rt emmykubainski a breakthrough in the hunt for a hit and run driver who left a perth cyclist by the side of a mt pleasant road detail
00ecb565-8dcb-443e-875c-71babdce2269,6.45912e+17,1,Police search for hit-and-run driver http://t.co/qDVZf9SKNp,polic search for driver http
00ecb565-8dcb-443e-875c-71babdce2269,6.45937e+17,2,Police have located a woman they believe was involved in a fatal hit and run early Sunday morning. http://t.co/DtDUuz0ucs,polic have locat a woman they believ wa involv in a fatal hit and run earli sunday morn http
00ecb565-8dcb-443e-875c-71babdce2269,6.45945e+17,1,Driver sought in Ronkonkoma hit-and-run http://t.co/VQbevYITpj,driver sought in ronkonkoma http
00ecb565-8dcb-443e-875c-71babdce2269,6.4598e+17,1,Suspected driver in fatal Turner #Maine hit-and-run thought he hit deer http://t.co/0VdVVhCCc0,suspect driver in fatal turner main thought he hit deer http
00ecb565-8dcb-443e-875c-71babdce2269,6.46051e+17,0,Lexington's New Northwest Connector Opens http://t.co/KgJJlxfuL5,lexington new northwest connector open http
00ecb565-8dcb-443e-875c-71babdce2269,6.46074e+17,1,"1 arrested, 2 hurt after chase and crash near Vadnais Heights http://t.co/zhQnw3LoqZ",arrest hurt after chase and crash near vadnai height http
00ecb565-8dcb-443e-875c-71babdce2269,6.46078e+17,1,"Almost a year after a 16-year old was killed in a hit-and-run, the driver has been charged on four different counts. http://t.co/ugGioc2wd1",almost a year after a old wa kill in a the driver ha been charg on four differ count http
00ecb565-8dcb-443e-875c-71babdce2269,6.46104e+17,1,"UA student taken to hospital after hit and run, says he ‘forgives driver’ http://t.co/RocsFXBCDK",ua student taken to hospit after hit and run say he forgiv driver http
00ecb565-8dcb-443e-875c-71babdce2269,6.46107e+17,1,Suspected driver in fatal Turner hit-and-run says he thought he hit deer. http://t.co/ce1ITkIKoT,suspect driver in fatal turner say he thought he hit deer http
00ecb565-8dcb-443e-875c-71babdce2269,6.47482e+17,1,"#BREAKING: Pedestrian struck in a hit and run near Danforth and Donlands has died. Police have the vehcile, and alleged driver in custody.",break pedestrian struck in a hit and run near danforth and donland ha die polic have the vehcil and alleg driver in custodi
00ecb565-8dcb-443e-875c-71babdce2269,6.47491e+17,1,Police say they've located the vehicle and driver in a hit and run at Danforth and Donlands.,polic say they locat the vehicl and driver in a hit and run at danforth and donland
00ecb565-8dcb-443e-875c-71babdce2269,6.476e+17,1,Pedestrian killed in hit-and-run in Clarksburg; alleged driver questioned http://t.co/hQjankri56 #fox5dc http://t.co/A7P8NsHZ6M,pedestrian kill in in clarksburg alleg driver question http http
00ecb565-8dcb-443e-875c-71babdce2269,6.48548e+17,1,#BSO traffic homicide investigators are looking for the hit-and-run driver who struck and killed a man early... http://t.co/6FRwkygI9C,bso traffic homicid investig are look for the driver who struck and kill a man earli http
00ecb565-8dcb-443e-875c-71babdce2269,6.49288e+17,0,RT @actblue: We are chugging along: It's only 1 PM EST and we're almost at $2 million! And we hit $1 million earlier today than ever before…,rt actblu we are chug along it onli pm est and we almost at million and we hit million earlier today than ever
011e98e2-0434-4004-b020-7a4a81e12d68,6.38615e+17,0,Train Carrying Migrants Stopped At Hungary - Austria Border: Austrian train operator ÖBB has stopped a train f... http://t.co/vNFd9uBgMn,train carri migrant stop at hungari austria border austrian train oper öbb ha stop a train f http
011e98e2-0434-4004-b020-7a4a81e12d68,6.3884e+17,0,"@IDCavanagh Just to clarify, these are the speakers on the platform and not one in any of the trains, correct? *mh",idcavanagh just to clarifi these are the speaker on the platform and not one in ani of the train correct mh
011e98e2-0434-4004-b020-7a4a81e12d68,6.38864e+17,0,@SmallLady0 There appears to be a train there now. There has been a gap between trains due to the earlier medical emergency ^LA,there appear to be a train there now there ha been a gap between train due to the earlier medic emerg
011e98e2-0434-4004-b020-7a4a81e12d68,6.38866e+17,0,"Melbourne train strike: Train cancellations Thursday, September 3: Planned train cancellations for Thursday, S... http://t.co/QxvcwBh9OO",melbourn train strike train cancel thursday septemb plan train cancel for thursday s http
011e98e2-0434-4004-b020-7a4a81e12d68,6.39095e+17,0,"@justplaneray lol, what? I went from train to train",justplaneray lol what i went from train to train
011e98e2-0434-4004-b020-7a4a81e12d68,6.39246e+17,0,@CJ_Roses Sometimes. Don't always have the time to check figures on the spot. It can take several days. Do you have a quick way of checking?,sometim do alway have the time to check figur on the spot it can take sever day do you have a quick way of check
011e98e2-0434-4004-b020-7a4a81e12d68,6.39327e+17,0,"""a new period of stagnation, its depth can be judged by the fact that not even Beslan could disturb it"" A. Politkovskaya on Russia 2004",a new period of stagnat it depth can be judg by the fact that not even beslan could disturb it politkovskaya on russia
011e98e2-0434-4004-b020-7a4a81e12d68,6.3933e+17,0,A person’s prosperity can usually be measured by the amount of difficult conversations they are willing to have.,a person s prosper can usual be measur by the amount of difficult convers they are will to have
011e98e2-0434-4004-b020-7a4a81e12d68,6.39345e+17,1,Police lining the station platform now. Protecting a train without migrants on. Looks like a domestic train on opposite platform,polic line the station platform now protect a train without migrant on look like a domest train on opposit platform
011e98e2-0434-4004-b020-7a4a81e12d68,6.39379e+17,0,@naskola hi nissy. Sorry to intrude on you at this difficult time. Can you follow me for a DM?,naskola hi nissi sorri to intrud on you at thi difficult time can you follow me for a dm
011e98e2-0434-4004-b020-7a4a81e12d68,6.39458e+17,0,"BNSF on train vs train on Port of Tacoma Rd and Marshall Ave:
BNSF train was stopped &amp; Tacoma Rail train hit it. Engine &amp; car derailed.",bnsf on train vs train on port of tacoma rd and marshal ave bnsf train wa stop amp tacoma rail train hit it engin amp car derail
011e98e2-0434-4004-b020-7a4a81e12d68,6.39458e+17,0,"RT @MariaKIRO7: BNSF on train vs train on Port of Tacoma Rd and Marshall Ave:
BNSF train was stopped &amp; Tacoma Rail train hit it. Engine &amp; c…",rt bnsf on train vs train on port of tacoma rd and marshal ave bnsf train wa stop amp tacoma rail train hit it engin amp
011e98e2-0434-4004-b020-7a4a81e12d68,6.39492e+17,0,"One of those days. Lots going on, it's difficult to find time to write about it all.  Can there ever be too much news ? #f1",one of those day lot go on it difficult to find time to write about it all can there ever be too much news
011e98e2-0434-4004-b020-7a4a81e12d68,6.39568e+17,0,"@ReeseEdward It depends on the game, Reese. There will be a library of over 100 titles that will be supported at the launch of the service.",reeseedward it depend on the game rees there will be a librari of over titl that will be support at the launch of the servic
011e98e2-0434-4004-b020-7a4a81e12d68,6.3957e+17,0,It can be at a high level and one of the best leagues in the world.@MLS  https://t.co/iP92Mi2s35,it can be at a high level and one of the best leagu in the world ml http
011e98e2-0434-4004-b020-7a4a81e12d68,6.39585e+17,0,"It could be worse. You could be a loser who doesn't even know Snapchat tricks. Like, can you even imagine? https://t.co/sJaMofLaah",it could be wors you could be a loser who doe even know snapchat trick like can you even imagin http
011e98e2-0434-4004-b020-7a4a81e12d68,6.39783e+17,0,September $VIX up 1.325 to 26.95 / October VIX up 0.775 to 24.65 after Non-Farm Payrolls number,septemb vix up to octob vix up to after payrol number
011e98e2-0434-4004-b020-7a4a81e12d68,6.40123e+17,0,"Six employees at Riverhead and Wading River businesses sold liquor to minors, cops say http://t.co/ZV8BJyjW9X",six employe at riverhead and wade river busi sold liquor to minor cop say http
011e98e2-0434-4004-b020-7a4a81e12d68,6.40214e+17,0,@mrmissm you are guaranteed to get on a train tomorrow but no seats/trains are allocated on tickets @ScotRail will be at stations to help,mrmissm you are guarante to get on a train tomorrow but no are alloc on ticket scotrail will be at station to help
011e98e2-0434-4004-b020-7a4a81e12d68,6.40261e+17,0,Two skydivers collided in a freefall over Riverhead: http://t.co/EZC28HbnWY,two skydiv collid in a freefal over riverhead http
011e98e2-0434-4004-b020-7a4a81e12d68,6.40513e+17,0,Time to change trains: Refugees move from the Hungarian to the Austrian at the Hegyeshalom train station http://t.co/Q2jIc5TUpr,time to chang train refuge move from the hungarian to the austrian at the hegyeshalom train station http
011e98e2-0434-4004-b020-7a4a81e12d68,6.41758e+17,0,@DigbyEvan Train 1 will be pushed by Train 2 &amp;  Train 2 will be approximately 20-25 minute late. ^DA,digbyevan train will be push by train amp train will be approxim minut late
011e98e2-0434-4004-b020-7a4a81e12d68,6.41777e+17,0,@EliseGolanowski The delay is most likely due to the volume of people on the trains. The planned roll out of 4-car trains later this 1/2,elisegolanowski the delay is most like due to the volum of peopl on the train the plan roll out of train later thi
011e98e2-0434-4004-b020-7a4a81e12d68,6.41935e+17,0,7:54AM fr Deer Park due Riverhead 8:55AM will originate fr Ronkonkoma today due an unauth car on tracks struck by a train east of Bethpage.,fr deer park due riverhead will origin fr ronkonkoma today due an unauth car on track struck by a train east of bethpag
011e98e2-0434-4004-b020-7a4a81e12d68,6.42035e+17,0,"Destination Cleveland Trains Uber Drivers To Showcase City via @SceneSallard
http://t.co/TyXl8oBr0B http://t.co/1TcqS3PGEF",destin cleveland train uber driver to showcas citi via scenesallard http http
011e98e2-0434-4004-b020-7a4a81e12d68,6.42044e+17,0,@ericaelliott The train! Why not take the train?,ericaelliott the train whi not take the train
011e98e2-0434-4004-b020-7a4a81e12d68,6.42071e+17,0,"McConnell on floor quips there is a finite amount of floor time and mbrs should ""bring him a bill that can override a Presidential veto""",mcconnel on floor quip there is a finit amount of floor time and mbr should bring him a bill that can overrid a presidenti veto
011e98e2-0434-4004-b020-7a4a81e12d68,6.42311e+17,0,The 7:54AM train from Deer Park due Riverhead at 8:55AM is operating 10 minutes late due to signal trouble west of Ronkonkoma.,the train from deer park due riverhead at is oper minut late due to signal troubl west of ronkonkoma
011e98e2-0434-4004-b020-7a4a81e12d68,6.42317e+17,0,The 7:54AM train from Deer Park due Riverhead at 8:55AM is operating 26 minutes late due to signal trouble west of Ronkonkoma.,the train from deer park due riverhead at is oper minut late due to signal troubl west of ronkonkoma
011e98e2-0434-4004-b020-7a4a81e12d68,6.42325e+17,0,"Today is my first time in NYC on 9/11. You can feel it, even on the streets and the trains nowhere near downtown. #911Day",today is my first time in nyc on you can feel it even on the street and the train nowher near downtown
011e98e2-0434-4004-b020-7a4a81e12d68,6.42548e+17,0,"Destination Cleveland Trains Uber Drivers To Showcase City
http://t.co/TyXl8ojPC1",destin cleveland train uber driver to showcas citi http
011e98e2-0434-4004-b020-7a4a81e12d68,6.42631e+17,1,Reminder: No trains operating on SRT due to scheduled track work. Replacement buses operating.,remind no train oper on srt due to schedul track work replac buse oper
011e98e2-0434-4004-b020-7a4a81e12d68,6.42666e+17,0,Collingwood cooling on Carlton's Matthew Kreuzer: Collingwood are believed to have cooled on the prospect of s... http://t.co/Y732nZU3kK,collingwood cool on carlton matthew kreuzer collingwood are believ to have cool on the prospect of s http
011e98e2-0434-4004-b020-7a4a81e12d68,6.43552e+17,0,Judge allows BNSF trains on new marsh track in #Wisconsin http://t.co/BbUORMozO8,judg allow bnsf train on new marsh track in wisconsin http
011e98e2-0434-4004-b020-7a4a81e12d68,6.44105e+17,0,The 7:54AM train from Deer Park due Riverhead at 8:55AM will originate in Ronkonkoma Station today.,the train from deer park due riverhead at will origin in ronkonkoma station today
011e98e2-0434-4004-b020-7a4a81e12d68,6.44138e+17,0,Irish Rail appeals for end to graffiti on trains | http://t.co/B5JOstGFer (SN) http://t.co/O580nGnxxS,irish rail appeal for end to graffiti on train http sn http
011e98e2-0434-4004-b020-7a4a81e12d68,6.44159e+17,1,RT @SEPTA: Airport: Train service has resumed operations. Trains #423 and #424 are first trains to and from the Airport.,rt septa airport train servic ha resum oper train and are first train to and from the airport
011e98e2-0434-4004-b020-7a4a81e12d68,6.44238e+17,0,Irish Rail appeal to Graffiti artists to stop drawing on trains arthttp://goo.gl/KYFjBg http://t.co/H3XfduMD4w,irish rail appeal to graffiti artist to stop draw on train arthttp http
011e98e2-0434-4004-b020-7a4a81e12d68,6.44257e+17,0,"Riverhead, St. Mary's Bay rocking the quinoa fields! Man oh man I love that town. #thenews",riverhead mari bay rock the quinoa field man oh man i love that town thenew
011e98e2-0434-4004-b020-7a4a81e12d68,6.44611e+17,0,@DJMikeShorty There are # of trains that do that. What time do you take the train and I can give you some times so you can avoid them. *RS,djmikeshorti there are of train that do that what time do you take the train and i can give you some time so you can avoid them rs
011e98e2-0434-4004-b020-7a4a81e12d68,6.4486e+17,0,@fwph Sorry to hear that. E trains are running on the F line at this time due to a train with mechanical issues in the river tube. ^JP,fwph sorri to hear that e train are run on the f line at thi time due to a train with mechan issu in the river tube
011e98e2-0434-4004-b020-7a4a81e12d68,6.45259e+17,0,"With trains running on the new Waverley Line, now is a great time to explore the history of railways in the Borders! http://t.co/xKzj8a504i",with train run on the new waverley line now is a great time to explor the histori of railway in the border http
011e98e2-0434-4004-b020-7a4a81e12d68,6.46121e+17,1,@Mallbro The only information that I have is that they're working on it and the trains should be running by the end of the year. *mh,mallbro the onli inform that i have is that they work on it and the train should be run by the end of the year mh
011e98e2-0434-4004-b020-7a4a81e12d68,6.46251e+17,1,@ptv_cwerwerd We had a police request to stop trains. Trains are now back on the move.,we had a polic request to stop train train are now back on the move
011e98e2-0434-4004-b020-7a4a81e12d68,6.46868e+17,0,Got stopped at not only one but TWO trains on the Ring Road. Crossed one set of tracks to get stuck at the next. Didn't know could happen.,got stop at not onli one but two train on the ring road cross one set of track to get stuck at the next did know could happen
011e98e2-0434-4004-b020-7a4a81e12d68,6.4718e+17,0,Work was not finished on a railroad track in Athens. A train is stopped on the tracks and the road will be blocked for several more hours,work wa not finish on a railroad track in athen a train is stop on the track and the road will be block for sever more hour
011e98e2-0434-4004-b020-7a4a81e12d68,6.47301e+17,0,Jakarta Train Crash: Train Drivers Always Supervised  http://t.co/R5efRdaTSp,jakarta train crash train driver alway supervis http
011e98e2-0434-4004-b020-7a4a81e12d68,6.47797e+17,0,"Train Trivia: In train terminology, what is a ""yellow eye?""",train trivia in train terminolog what is a yellow eye
011e98e2-0434-4004-b020-7a4a81e12d68,6.48102e+17,0,@MyriamBostwick Trains are running on or close to schedule at this time did your train arrive?,myriambostwick train are run on or close to schedul at thi time did your train arriv
011e98e2-0434-4004-b020-7a4a81e12d68,6.48487e+17,0,@AshleyBillard bitta Riverhead in that one,ashleybillard bitta riverhead in that one
011e98e2-0434-4004-b020-7a4a81e12d68,6.48669e+17,0,RT @WeAreCardiff: Swap it! Get in on the design competition from @GreenCityEvents  http://t.co/lvpWl9Qe5O,rt wearecardiff swap it get in on the design competit from greencityev http
011e98e2-0434-4004-b020-7a4a81e12d68,6.48669e+17,0,am loving @BernieSanders,am love berniesand
011e98e2-0434-4004-b020-7a4a81e12d68,6.48669e+17,0,well that's a pretty normal average videogame controller that is not weird if I ever seen one http://t.co/R2anE8zavv,well that a pretti normal averag videogam control that is not weird if i ever seen one http
011e98e2-0434-4004-b020-7a4a81e12d68,6.48669e+17,0,Ex-Princeton student sentenced to 5 years for mailroom drug bust http://t.co/5e7CCpBUOB,student sentenc to year for mailroom drug bust http
011e98e2-0434-4004-b020-7a4a81e12d68,6.48669e+17,0,@ealboim makes perfect sense. He's the best. And this debate used same format as previous consortium debates. 1x1 + open debate. Worked.,ealboim make perfect sens he the best and thi debat use same format as previou consortium debat open debat work
011e98e2-0434-4004-b020-7a4a81e12d68,6.48675e+17,0,@lifeinanutshel Right? I got totally lucky and just snapped it at exactly the right moment.,lifeinanutshel right i got total lucki and just snap it at exactli the right moment
011e98e2-0434-4004-b020-7a4a81e12d68,6.48677e+17,0,Think the Pirates have left as many on base as the Packers have points tonight.,think the pirat have left as mani on base as the packer have point tonight
011e98e2-0434-4004-b020-7a4a81e12d68,6.48883e+17,0,RT @SinoCooper: China pins hopes on trains to put economy back on track https://t.co/9ycm52m8dQ,rt sinocoop china pin hope on train to put economi back on track http
011e98e2-0434-4004-b020-7a4a81e12d68,6.4935e+17,0,"@findmystation Riverhead, NY",findmyst riverhead ny
011e98e2-0434-4004-b020-7a4a81e12d68,6.49371e+17,1,High priority to get on track http://t.co/YKrDz8xhDx  #Cranbourne #Melbourne #trains http://t.co/oCwstMc17J,high prioriti to get on track http cranbourn melbourn train http
0429b914-907a-4d79-aed8-5e2a7ebaa230,6.38524e+17,0,"#Dbacks score first! Ender Inciarte collects the RBI single, scoring C.O. 1-0 in the 3rd.",dback score first ender inciart collect the rbi singl score in the
0429b914-907a-4d79-aed8-5e2a7ebaa230,6.39427e+17,2,Healy absent as Ireland name strong starting XV to face England in Twickenham http://t.co/ZVv3w0lqde http://t.co/GveVYoipMO,heali absent as ireland name strong start xv to face england in twickenham http http
0429b914-907a-4d79-aed8-5e2a7ebaa230,6.39486e+17,2,"Ireland rest Healy, Kearney from England World Cup warm-up http://t.co/FOvlqrWcfd http://t.co/zCx5KQ47wP",ireland rest heali kearney from england world cup http http
0429b914-907a-4d79-aed8-5e2a7ebaa230,6.39508e+17,1,Host nation England will have to wear their red away jersies v Fiji in the opening match @rugbyworldcup at Twickenham on Sept 19.,host nation england will have to wear their red away jersi v fiji in the open match rugbyworldcup at twickenham on sept
0429b914-907a-4d79-aed8-5e2a7ebaa230,6.39666e+17,2,Ireland at full strength for final warm-up against England http://t.co/E8mgrDZuZq via @IrishTimesSport http://t.co/so0H9U7oeS,ireland at full strength for final against england http via irishtimessport http
0429b914-907a-4d79-aed8-5e2a7ebaa230,6.39734e+17,0,RT @fcnpatty: Jags Win! Final score 17-16.  First regular season game a week from Sunday at Everbank against Panthers,rt fcnpatti jag win final score first regular season game a week from sunday at everbank against panther
0429b914-907a-4d79-aed8-5e2a7ebaa230,6.39778e+17,2,RT @IndoRugby: Five key talking points ahead of Ireland's showdown with England at Twickenham http://t.co/vWCh5OXlv9 http://t.co/edt90N75oV,rt indorugbi five key talk point ahead of ireland showdown with england at twickenham http http
0429b914-907a-4d79-aed8-5e2a7ebaa230,6.40002e+17,0,.@WaikatoRugby have a 21 - 17 lead over @AucklandRugby at halftime  in their entertaining @ITMCup,waikatorugbi have a lead over aucklandrugbi at halftim in their entertain itmcup
0429b914-907a-4d79-aed8-5e2a7ebaa230,6.40002e+17,0,RT @Cuse: FINAL: @CuseFootball opens the season with a 47-0 victory over Rhode Island! ACC opener at the Dome next Saturday at 12:30. #Oran…,rt cuse final cusefootbal open the season with a victori over rhode island acc open at the dome next saturday at
0429b914-907a-4d79-aed8-5e2a7ebaa230,6.40034e+17,0,Surely endearing myself to new coworkers by sending them emails at 1:30 in the morning on Saturday their time,sure endear myself to new cowork by send them email at in the morn on saturday their time
