article_id,tweet_id,relevance_score,tweet
00ecb565-8dcb-443e-875c-71babdce2269,6.40654E+17,0,"1 dead in Northwest D.C. shooting; Suspect arrested.
http://t.co/qyHnEKHXkm http://t.co/YcieSvA6Tc"
00ecb565-8dcb-443e-875c-71babdce2269,6.40703E+17,0,@BMorehonest all the married and baby talk made him run away..so he was trying to chill it a bit...then she ran...everyone lost in the end
00ecb565-8dcb-443e-875c-71babdce2269,6.41174E+17,0,Spotty storms over the metro at 4am. More dropping in from the northwest. Wind gusts to 40 mph possible. http://t.co/Oh4yB8Qr1f
00ecb565-8dcb-443e-875c-71babdce2269,6.41238E+17,0,@gregglynnonkjo Northwest Parkway or somewhere else?
00ecb565-8dcb-443e-875c-71babdce2269,6.41311E+17,1,Police search for hit-and-run driver who struck man on skateboard. http://t.co/2tU54a4nJ9
00ecb565-8dcb-443e-875c-71babdce2269,6.4168E+17,0,".@kporzee and @JmCalderon3 and the #Knicks hit the ⛳️ for @Chase MSG golf outing.

Gallery http://t.co/jgqEJUysOR http://t.co/RHwXJaQHWe"
00ecb565-8dcb-443e-875c-71babdce2269,6.4172E+17,1,Troopers: Hit and run suspect leads 100+ mph chase with infant in the car http://t.co/YRln6yEjJ1 http://t.co/GFcN89aDz4
00ecb565-8dcb-443e-875c-71babdce2269,6.41856E+17,1,#EJI Hit-and–run Mercedes-Benz driver falls in car chase http://t.co/v1IUzlR0qX
00ecb565-8dcb-443e-875c-71babdce2269,6.42407E+17,1,Driver charged with murder in alleged intentional hit-and-run of Michigan firefighter http://t.co/DgMUUzObwi http://t.co/Lg7lz1RoeR
00ecb565-8dcb-443e-875c-71babdce2269,6.42634E+17,0,Pacific Northwest developing warning system for big quakes http://t.co/e6rGwQMz5d
00ecb565-8dcb-443e-875c-71babdce2269,6.43111E+17,0,"Two-car collision in northwest Omaha Sunday sends at least two to hospital, closes intersection http://t.co/xI5ZoHAN4l"
00ecb565-8dcb-443e-875c-71babdce2269,6.43686E+17,2,Drunk driver arrested following 204km/h chase http://t.co/fh34ynWWIB
00ecb565-8dcb-443e-875c-71babdce2269,6.43718E+17,0,Henry County woman allegedly hit man with car and then bit him while he was lying on the ground http://t.co/IPYNAmyvtL
00ecb565-8dcb-443e-875c-71babdce2269,6.43787E+17,0,"11 tackles, 2 for loss, 1 QB hit, 2 sacks https://t.co/oXdJHiVeB2"
00ecb565-8dcb-443e-875c-71babdce2269,6.4394E+17,0,"Fourth straight hit, Ozuna's RBI single. #Marlins 2 #Mets 1"
00ecb565-8dcb-443e-875c-71babdce2269,6.43953E+17,1,RT @stephmsharp: @LRpolice Chief Buckner just briefed on what happened. 2 pedestrians hit during a police chase. 1 killed 1 critical http:/…
00ecb565-8dcb-443e-875c-71babdce2269,6.44304E+17,1,Witnesses tell @komonews the woman was in a crosswalk with her husband and another woman when hit at 1st &amp; Broad. PD interviewing driver.
00ecb565-8dcb-443e-875c-71babdce2269,6.44456E+17,1,"Alleged hit-and-run driver found after passing out, hitting pole http://t.co/pierQEAH8y #HouNews #KHOU http://t.co/S61GH4g0j0"
00ecb565-8dcb-443e-875c-71babdce2269,6.44485E+17,2,"Police search for hit-and-run driver in Miami, 1 hospitalized. http://t.co/BHJ33KAHxA http://t.co/y7j2Gw9JRJ"
00ecb565-8dcb-443e-875c-71babdce2269,6.44546E+17,1,"Sheriff: Driver who ran over deputy hit, killed motorcyclist after 'wild' chase:  http://t.co/KlI9qHVV0d #scnews"
00ecb565-8dcb-443e-875c-71babdce2269,6.45045E+17,0,Juan gone! Uribe with a pinch hit home run!! 4-1 #Mets! #SubwaySeries http://t.co/jjP91sSPjp
00ecb565-8dcb-443e-875c-71babdce2269,6.45695E+17,0,California officers identify man hit by gunfire from helicopter in freeway chase http://t.co/OWX3rvOV1Z
00ecb565-8dcb-443e-875c-71babdce2269,6.45707E+17,2,Police searching for fatal hit &amp; run driver #HitandRun #Miami #FatalAccident http://t.co/y6ijJzgmDE
00ecb565-8dcb-443e-875c-71babdce2269,6.45728E+17,0,California officers identify man hit by gunfire from helicopter in freeway chase http://t.co/CsnxnUk3fU
00ecb565-8dcb-443e-875c-71babdce2269,6.4579E+17,0,"Innings 6 and 7 for the Mets' pitchers and defense: 5 outs, 5 hits, 5 runs, 2 walks, 2 errors, 1 hit batter."
00ecb565-8dcb-443e-875c-71babdce2269,6.45895E+17,1,RT @MarcMullins1: Search is on for a hit-and-run driver who put a 3-year-old Indianapolis boy in the hospital in critical condition. @rtv6
00ecb565-8dcb-443e-875c-71babdce2269,6.459E+17,1,RT @emmykubainski: A breakthrough in the hunt for a hit and run driver who left a Perth cyclist by the side of a Mt Pleasant road. Details …
00ecb565-8dcb-443e-875c-71babdce2269,6.45912E+17,1,Police search for hit-and-run driver http://t.co/qDVZf9SKNp
00ecb565-8dcb-443e-875c-71babdce2269,6.45937E+17,2,Police have located a woman they believe was involved in a fatal hit and run early Sunday morning. http://t.co/DtDUuz0ucs
00ecb565-8dcb-443e-875c-71babdce2269,6.45945E+17,1,Driver sought in Ronkonkoma hit-and-run http://t.co/VQbevYITpj
00ecb565-8dcb-443e-875c-71babdce2269,6.4598E+17,1,Suspected driver in fatal Turner #Maine hit-and-run thought he hit deer http://t.co/0VdVVhCCc0
00ecb565-8dcb-443e-875c-71babdce2269,6.46051E+17,0,Lexington's New Northwest Connector Opens http://t.co/KgJJlxfuL5
00ecb565-8dcb-443e-875c-71babdce2269,6.46074E+17,1,"1 arrested, 2 hurt after chase and crash near Vadnais Heights http://t.co/zhQnw3LoqZ"
00ecb565-8dcb-443e-875c-71babdce2269,6.46078E+17,1,"Almost a year after a 16-year old was killed in a hit-and-run, the driver has been charged on four different counts. http://t.co/ugGioc2wd1"
00ecb565-8dcb-443e-875c-71babdce2269,6.46104E+17,1,"UA student taken to hospital after hit and run, says he ‘forgives driver’ http://t.co/RocsFXBCDK"
00ecb565-8dcb-443e-875c-71babdce2269,6.46107E+17,1,Suspected driver in fatal Turner hit-and-run says he thought he hit deer. http://t.co/ce1ITkIKoT
00ecb565-8dcb-443e-875c-71babdce2269,6.47482E+17,1,"#BREAKING: Pedestrian struck in a hit and run near Danforth and Donlands has died. Police have the vehcile, and alleged driver in custody."
00ecb565-8dcb-443e-875c-71babdce2269,6.47491E+17,1,Police say they've located the vehicle and driver in a hit and run at Danforth and Donlands.
00ecb565-8dcb-443e-875c-71babdce2269,6.476E+17,1,Pedestrian killed in hit-and-run in Clarksburg; alleged driver questioned http://t.co/hQjankri56 #fox5dc http://t.co/A7P8NsHZ6M
00ecb565-8dcb-443e-875c-71babdce2269,6.48548E+17,1,#BSO traffic homicide investigators are looking for the hit-and-run driver who struck and killed a man early... http://t.co/6FRwkygI9C
00ecb565-8dcb-443e-875c-71babdce2269,6.49288E+17,0,RT @actblue: We are chugging along: It's only 1 PM EST and we're almost at $2 million! And we hit $1 million earlier today than ever before…
011e98e2-0434-4004-b020-7a4a81e12d68,6.38615E+17,0,Train Carrying Migrants Stopped At Hungary - Austria Border: Austrian train operator ÖBB has stopped a train f... http://t.co/vNFd9uBgMn
011e98e2-0434-4004-b020-7a4a81e12d68,6.3884E+17,0,"@IDCavanagh Just to clarify, these are the speakers on the platform and not one in any of the trains, correct? *mh"
011e98e2-0434-4004-b020-7a4a81e12d68,6.38864E+17,0,@SmallLady0 There appears to be a train there now. There has been a gap between trains due to the earlier medical emergency ^LA
011e98e2-0434-4004-b020-7a4a81e12d68,6.38866E+17,0,"Melbourne train strike: Train cancellations Thursday, September 3: Planned train cancellations for Thursday, S... http://t.co/QxvcwBh9OO"
011e98e2-0434-4004-b020-7a4a81e12d68,6.39095E+17,0,"@justplaneray lol, what? I went from train to train"
011e98e2-0434-4004-b020-7a4a81e12d68,6.39246E+17,0,@CJ_Roses Sometimes. Don't always have the time to check figures on the spot. It can take several days. Do you have a quick way of checking?
011e98e2-0434-4004-b020-7a4a81e12d68,6.39327E+17,0,"""a new period of stagnation, its depth can be judged by the fact that not even Beslan could disturb it"" A. Politkovskaya on Russia 2004"
011e98e2-0434-4004-b020-7a4a81e12d68,6.3933E+17,0,A person’s prosperity can usually be measured by the amount of difficult conversations they are willing to have.
011e98e2-0434-4004-b020-7a4a81e12d68,6.39345E+17,1,Police lining the station platform now. Protecting a train without migrants on. Looks like a domestic train on opposite platform
011e98e2-0434-4004-b020-7a4a81e12d68,6.39379E+17,0,@naskola hi nissy. Sorry to intrude on you at this difficult time. Can you follow me for a DM?
011e98e2-0434-4004-b020-7a4a81e12d68,6.39458E+17,0,"BNSF on train vs train on Port of Tacoma Rd and Marshall Ave:
BNSF train was stopped &amp; Tacoma Rail train hit it. Engine &amp; car derailed."
011e98e2-0434-4004-b020-7a4a81e12d68,6.39458E+17,0,"RT @MariaKIRO7: BNSF on train vs train on Port of Tacoma Rd and Marshall Ave:
BNSF train was stopped &amp; Tacoma Rail train hit it. Engine &amp; c…"
011e98e2-0434-4004-b020-7a4a81e12d68,6.39492E+17,0,"One of those days. Lots going on, it's difficult to find time to write about it all.  Can there ever be too much news ? #f1"
011e98e2-0434-4004-b020-7a4a81e12d68,6.39568E+17,0,"@ReeseEdward It depends on the game, Reese. There will be a library of over 100 titles that will be supported at the launch of the service."
011e98e2-0434-4004-b020-7a4a81e12d68,6.3957E+17,0,It can be at a high level and one of the best leagues in the world.@MLS  https://t.co/iP92Mi2s35
011e98e2-0434-4004-b020-7a4a81e12d68,6.39585E+17,0,"It could be worse. You could be a loser who doesn't even know Snapchat tricks. Like, can you even imagine? https://t.co/sJaMofLaah"
011e98e2-0434-4004-b020-7a4a81e12d68,6.39783E+17,0,September $VIX up 1.325 to 26.95 / October VIX up 0.775 to 24.65 after Non-Farm Payrolls number
011e98e2-0434-4004-b020-7a4a81e12d68,6.40123E+17,0,"Six employees at Riverhead and Wading River businesses sold liquor to minors, cops say http://t.co/ZV8BJyjW9X"
011e98e2-0434-4004-b020-7a4a81e12d68,6.40214E+17,0,@mrmissm you are guaranteed to get on a train tomorrow but no seats/trains are allocated on tickets @ScotRail will be at stations to help
011e98e2-0434-4004-b020-7a4a81e12d68,6.40261E+17,0,Two skydivers collided in a freefall over Riverhead: http://t.co/EZC28HbnWY
011e98e2-0434-4004-b020-7a4a81e12d68,6.40513E+17,0,Time to change trains: Refugees move from the Hungarian to the Austrian at the Hegyeshalom train station http://t.co/Q2jIc5TUpr
011e98e2-0434-4004-b020-7a4a81e12d68,6.41758E+17,0,@DigbyEvan Train 1 will be pushed by Train 2 &amp;  Train 2 will be approximately 20-25 minute late. ^DA
011e98e2-0434-4004-b020-7a4a81e12d68,6.41777E+17,0,@EliseGolanowski The delay is most likely due to the volume of people on the trains. The planned roll out of 4-car trains later this 1/2
011e98e2-0434-4004-b020-7a4a81e12d68,6.41935E+17,0,7:54AM fr Deer Park due Riverhead 8:55AM will originate fr Ronkonkoma today due an unauth car on tracks struck by a train east of Bethpage.
011e98e2-0434-4004-b020-7a4a81e12d68,6.42035E+17,0,"Destination Cleveland Trains Uber Drivers To Showcase City via @SceneSallard
http://t.co/TyXl8oBr0B http://t.co/1TcqS3PGEF"
011e98e2-0434-4004-b020-7a4a81e12d68,6.42044E+17,0,@ericaelliott The train! Why not take the train?
011e98e2-0434-4004-b020-7a4a81e12d68,6.42071E+17,0,"McConnell on floor quips there is a finite amount of floor time and mbrs should ""bring him a bill that can override a Presidential veto"""
011e98e2-0434-4004-b020-7a4a81e12d68,6.42311E+17,0,The 7:54AM train from Deer Park due Riverhead at 8:55AM is operating 10 minutes late due to signal trouble west of Ronkonkoma.
011e98e2-0434-4004-b020-7a4a81e12d68,6.42317E+17,0,The 7:54AM train from Deer Park due Riverhead at 8:55AM is operating 26 minutes late due to signal trouble west of Ronkonkoma.
011e98e2-0434-4004-b020-7a4a81e12d68,6.42325E+17,0,"Today is my first time in NYC on 9/11. You can feel it, even on the streets and the trains nowhere near downtown. #911Day"
011e98e2-0434-4004-b020-7a4a81e12d68,6.42548E+17,0,"Destination Cleveland Trains Uber Drivers To Showcase City
http://t.co/TyXl8ojPC1"
011e98e2-0434-4004-b020-7a4a81e12d68,6.42631E+17,1,Reminder: No trains operating on SRT due to scheduled track work. Replacement buses operating.
011e98e2-0434-4004-b020-7a4a81e12d68,6.42666E+17,0,Collingwood cooling on Carlton's Matthew Kreuzer: Collingwood are believed to have cooled on the prospect of s... http://t.co/Y732nZU3kK
011e98e2-0434-4004-b020-7a4a81e12d68,6.43552E+17,0,Judge allows BNSF trains on new marsh track in #Wisconsin http://t.co/BbUORMozO8
011e98e2-0434-4004-b020-7a4a81e12d68,6.44105E+17,0,The 7:54AM train from Deer Park due Riverhead at 8:55AM will originate in Ronkonkoma Station today.
011e98e2-0434-4004-b020-7a4a81e12d68,6.44138E+17,0,Irish Rail appeals for end to graffiti on trains | http://t.co/B5JOstGFer (SN) http://t.co/O580nGnxxS
011e98e2-0434-4004-b020-7a4a81e12d68,6.44159E+17,1,RT @SEPTA: Airport: Train service has resumed operations. Trains #423 and #424 are first trains to and from the Airport.
011e98e2-0434-4004-b020-7a4a81e12d68,6.44238E+17,0,Irish Rail appeal to Graffiti artists to stop drawing on trains arthttp://goo.gl/KYFjBg http://t.co/H3XfduMD4w
011e98e2-0434-4004-b020-7a4a81e12d68,6.44257E+17,0,"Riverhead, St. Mary's Bay rocking the quinoa fields! Man oh man I love that town. #thenews"
011e98e2-0434-4004-b020-7a4a81e12d68,6.44611E+17,0,@DJMikeShorty There are # of trains that do that. What time do you take the train and I can give you some times so you can avoid them. *RS
011e98e2-0434-4004-b020-7a4a81e12d68,6.4486E+17,0,@fwph Sorry to hear that. E trains are running on the F line at this time due to a train with mechanical issues in the river tube. ^JP
011e98e2-0434-4004-b020-7a4a81e12d68,6.45259E+17,0,"With trains running on the new Waverley Line, now is a great time to explore the history of railways in the Borders! http://t.co/xKzj8a504i"
011e98e2-0434-4004-b020-7a4a81e12d68,6.46121E+17,1,@Mallbro The only information that I have is that they're working on it and the trains should be running by the end of the year. *mh
011e98e2-0434-4004-b020-7a4a81e12d68,6.46251E+17,1,@ptv_cwerwerd We had a police request to stop trains. Trains are now back on the move.
011e98e2-0434-4004-b020-7a4a81e12d68,6.46868E+17,0,Got stopped at not only one but TWO trains on the Ring Road. Crossed one set of tracks to get stuck at the next. Didn't know could happen.
011e98e2-0434-4004-b020-7a4a81e12d68,6.4718E+17,0,Work was not finished on a railroad track in Athens. A train is stopped on the tracks and the road will be blocked for several more hours
011e98e2-0434-4004-b020-7a4a81e12d68,6.47301E+17,0,Jakarta Train Crash: Train Drivers Always Supervised  http://t.co/R5efRdaTSp
011e98e2-0434-4004-b020-7a4a81e12d68,6.47797E+17,0,"Train Trivia: In train terminology, what is a ""yellow eye?"""
011e98e2-0434-4004-b020-7a4a81e12d68,6.48102E+17,0,@MyriamBostwick Trains are running on or close to schedule at this time did your train arrive?
011e98e2-0434-4004-b020-7a4a81e12d68,6.48487E+17,0,@AshleyBillard bitta Riverhead in that one
011e98e2-0434-4004-b020-7a4a81e12d68,6.48669E+17,0,RT @WeAreCardiff: Swap it! Get in on the design competition from @GreenCityEvents  http://t.co/lvpWl9Qe5O
011e98e2-0434-4004-b020-7a4a81e12d68,6.48669E+17,0,am loving @BernieSanders
011e98e2-0434-4004-b020-7a4a81e12d68,6.48669E+17,0,well that's a pretty normal average videogame controller that is not weird if I ever seen one http://t.co/R2anE8zavv
011e98e2-0434-4004-b020-7a4a81e12d68,6.48669E+17,0,Ex-Princeton student sentenced to 5 years for mailroom drug bust http://t.co/5e7CCpBUOB
011e98e2-0434-4004-b020-7a4a81e12d68,6.48669E+17,0,@ealboim makes perfect sense. He's the best. And this debate used same format as previous consortium debates. 1x1 + open debate. Worked.
011e98e2-0434-4004-b020-7a4a81e12d68,6.48675E+17,0,@lifeinanutshel Right? I got totally lucky and just snapped it at exactly the right moment.
011e98e2-0434-4004-b020-7a4a81e12d68,6.48677E+17,0,Think the Pirates have left as many on base as the Packers have points tonight.
011e98e2-0434-4004-b020-7a4a81e12d68,6.48883E+17,0,RT @SinoCooper: China pins hopes on trains to put economy back on track https://t.co/9ycm52m8dQ
011e98e2-0434-4004-b020-7a4a81e12d68,6.4935E+17,0,"@findmystation Riverhead, NY"
011e98e2-0434-4004-b020-7a4a81e12d68,6.49371E+17,1,High priority to get on track http://t.co/YKrDz8xhDx  #Cranbourne #Melbourne #trains http://t.co/oCwstMc17J
0429b914-907a-4d79-aed8-5e2a7ebaa230,6.38524E+17,0,"#Dbacks score first! Ender Inciarte collects the RBI single, scoring C.O. 1-0 in the 3rd."
0429b914-907a-4d79-aed8-5e2a7ebaa230,6.39427E+17,2,Healy absent as Ireland name strong starting XV to face England in Twickenham http://t.co/ZVv3w0lqde http://t.co/GveVYoipMO
0429b914-907a-4d79-aed8-5e2a7ebaa230,6.39486E+17,2,"Ireland rest Healy, Kearney from England World Cup warm-up http://t.co/FOvlqrWcfd http://t.co/zCx5KQ47wP"
0429b914-907a-4d79-aed8-5e2a7ebaa230,6.39508E+17,1,Host nation England will have to wear their red away jersies v Fiji in the opening match @rugbyworldcup at Twickenham on Sept 19.
0429b914-907a-4d79-aed8-5e2a7ebaa230,6.39666E+17,2,Ireland at full strength for final warm-up against England http://t.co/E8mgrDZuZq via @IrishTimesSport http://t.co/so0H9U7oeS
0429b914-907a-4d79-aed8-5e2a7ebaa230,6.39734E+17,0,RT @fcnpatty: Jags Win! Final score 17-16.  First regular season game a week from Sunday at Everbank against Panthers
0429b914-907a-4d79-aed8-5e2a7ebaa230,6.39778E+17,2,RT @IndoRugby: Five key talking points ahead of Ireland's showdown with England at Twickenham http://t.co/vWCh5OXlv9 http://t.co/edt90N75oV
0429b914-907a-4d79-aed8-5e2a7ebaa230,6.40002E+17,0,.@WaikatoRugby have a 21 - 17 lead over @AucklandRugby at halftime  in their entertaining @ITMCup
0429b914-907a-4d79-aed8-5e2a7ebaa230,6.40002E+17,0,RT @Cuse: FINAL: @CuseFootball opens the season with a 47-0 victory over Rhode Island! ACC opener at the Dome next Saturday at 12:30. #Oran…
0429b914-907a-4d79-aed8-5e2a7ebaa230,6.40034E+17,0,Surely endearing myself to new coworkers by sending them emails at 1:30 in the morning on Saturday their time
0429b914-907a-4d79-aed8-5e2a7ebaa230,6.40126E+17,0,FINAL SCORE 42-12. GREAT win great second-half defence. Bring on the Broncos next week #NRLCowboysTitans #ridemcowboys #nqc20
0429b914-907a-4d79-aed8-5e2a7ebaa230,6.40163E+17,2,"Great TMO work by Shaun Veldsman in the England/Ireland game,England looking slick I have to say!12-3 Eng leading!"
0429b914-907a-4d79-aed8-5e2a7ebaa230,6.40184E+17,2,RT @IndoSport: #RWC2015 result: England 21 Ireland 13. Better second half from Ireland but plenty of knocks picked up http://t.co/5ODnYeC51…
0429b914-907a-4d79-aed8-5e2a7ebaa230,6.40186E+17,2,REPORT: England recorded a 21-13 win against Ireland at Twickenham. https://t.co/sA9PcZpHxq http://t.co/a5560IeCB7
0429b914-907a-4d79-aed8-5e2a7ebaa230,6.40195E+17,0,RT @IndoSport: Bernard Brogan opens the scoring with a terrific score. Join our live blog http://t.co/EtXml7rmkX #DUBvMAY
0429b914-907a-4d79-aed8-5e2a7ebaa230,6.40203E+17,2,RT @TelegraphRugby: England 21 Ireland 13 Report: Clinical England make a significant statement ahead of the RWC http://t.co/oe5kq2CUmu htt…
0429b914-907a-4d79-aed8-5e2a7ebaa230,6.40207E+17,2,RT @SARugbymag: REPORT: England recorded a 21-13 win against Ireland at Twickenham. https://t.co/sA9PcZpHxq http://t.co/a5560IeCB7
0429b914-907a-4d79-aed8-5e2a7ebaa230,6.40229E+17,2,Ireland lose final warm-up as England pulls ahead: Ireland will go into the world cup on the back of two defea... http://t.co/GgqUfQHMYf
0429b914-907a-4d79-aed8-5e2a7ebaa230,6.40231E+17,2,Stuart Lancaster calls for Fiji focus after England edge Ireland in last World ... - http://t.co/hEno89rRkO: Ex... http://t.co/EnlXeKVKyh
0429b914-907a-4d79-aed8-5e2a7ebaa230,6.40292E+17,0,"Razorbacks with a 300 yard passer, 100 yard rusher, and 100 receiver since 2011. They win 48-13 in their opener against UTEP! #WPS"
0429b914-907a-4d79-aed8-5e2a7ebaa230,6.40293E+17,0,Rugby - Tonga edge out Romania in final warm-up http://t.co/29SCkKThDB
0429b914-907a-4d79-aed8-5e2a7ebaa230,6.40295E+17,2,World Cup warm-ups: Wales beat Italy 23-19; England held Ireland 21-13; France edged Scotland 19-16; Argentina downed Leicester Tigers 55-34
0429b914-907a-4d79-aed8-5e2a7ebaa230,6.40387E+17,2,England beat Ireland 21-13 in final warm up http://t.co/eoVsoLzgN5 #Sports
0429b914-907a-4d79-aed8-5e2a7ebaa230,6.40392E+17,2,Rugby - England beat Ireland 21-13 in final warm up http://t.co/dchpzMosIq #PNG http://t.co/bl5ouFJ6DZ
0429b914-907a-4d79-aed8-5e2a7ebaa230,6.40403E+17,2,"International Friendlies – Results: England 21 -13 Ireland, Wales 23 – 19 Italy, France 19 – 16 Scotland #SSRugby"
0429b914-907a-4d79-aed8-5e2a7ebaa230,6.41079E+17,0,End of the thrid.  Hokies need to score 12 points in the scoring end zone to win this.
0429b914-907a-4d79-aed8-5e2a7ebaa230,6.43139E+17,0,"RT @MikeStantonRS: Astros at Angels, Astros could really use to score first today, 53-18 when scoring the first run"
0429b914-907a-4d79-aed8-5e2a7ebaa230,6.4352E+17,0,The corn condition index score for this week of 374 matches the score for the same week in 2010.
0429b914-907a-4d79-aed8-5e2a7ebaa230,6.43566E+17,0,High school football score predictor: Week 2 http://t.co/RKDdfstSoz
0429b914-907a-4d79-aed8-5e2a7ebaa230,6.43575E+17,1,Sam Burgess left on bench for England Rugby World Cup opener against Fiji http://t.co/la4mo1a7Ru
0429b914-907a-4d79-aed8-5e2a7ebaa230,6.44612E+17,1,Final Score Friday – 2015: Week 4 scoreboard http://t.co/m2Yd8NvmPf
0429b914-907a-4d79-aed8-5e2a7ebaa230,6.44883E+17,1,#RWC2015 Ireland to beat England in semi-final: Brian O'Driscoll http://t.co/3irDBLcAlm http://t.co/XpMWqSbqSz
0429b914-907a-4d79-aed8-5e2a7ebaa230,6.44902E+17,2,England v Fiji September: talking points ahead of kick-off at Twickenham  #ENGvFIJ #RWC2015 http://t.co/XGdrT6yaux http://t.co/RnJp7kmuIo
0429b914-907a-4d79-aed8-5e2a7ebaa230,6.44928E+17,1,"RT @networkrail: #RWC2015 Due to the England v Fiji match at Twickenham, London stations will be very busy. Please check @RWC2015Travel for…"
0429b914-907a-4d79-aed8-5e2a7ebaa230,6.4495E+17,1,An early penalty has put England out to a 3-0 lead over Fiji in the Rugby World Cup opener at Twickenham.
0429b914-907a-4d79-aed8-5e2a7ebaa230,6.44953E+17,2,11' Jaco Peyper goes upstairs to the TMO and England are awarded a penalty for a tip-tackle on Jonny May. Ford kicks to touch for a lineout
0429b914-907a-4d79-aed8-5e2a7ebaa230,6.44954E+17,1,First try of World Cup goes to England on 13 mins. A penalty try and Fiji lose their scrum-half to the sin bin. Big moment. 10-0
0429b914-907a-4d79-aed8-5e2a7ebaa230,6.44958E+17,1,NEAR TRY FOR FIJI! Great step and run by Matawalu. England with a scrum in their half. #ENGvFJI #RWC2015 #FlyingFijians
0429b914-907a-4d79-aed8-5e2a7ebaa230,6.44959E+17,1,28' Superb work by Jonny May and @mikebrown_15 to deny Fiji a try as Matawalu knocks on over the line. England have a 5m scrum #ENGvFJI
0429b914-907a-4d79-aed8-5e2a7ebaa230,6.44959E+17,0,KA on wing scoring: Namon can score. KJ can score. VanLeer can shoot. Terrence can get to the hole. Payne can play both guard spots
0429b914-907a-4d79-aed8-5e2a7ebaa230,6.44987E+17,1,STORY: England endures uncomfortable #RWC2015 opener to eventually beat brave Fiji 35-11 at Twickenham http://t.co/c8J8WkwlHh #rugby
0429b914-907a-4d79-aed8-5e2a7ebaa230,6.44988E+17,1,England defeat Fiji 35-11 in Rugby World Cup opener http://t.co/UYc5gw6rRu http://t.co/3xnFQKXpeb
0429b914-907a-4d79-aed8-5e2a7ebaa230,6.45001E+17,1,England beat Fiji 35-11 in Rugby World Cup opener http://t.co/K1tOc7PGHt http://t.co/Su9dHsaeuz
0429b914-907a-4d79-aed8-5e2a7ebaa230,6.45072E+17,2,England too good for Fiji in Twickenham opener of #RugbyWorldCup http://t.co/ohijYSKXqZ http://t.co/5uyWHPC2Km
0429b914-907a-4d79-aed8-5e2a7ebaa230,6.45396E+17,0,A's have scored a run to cut the lead to 3-2 and have runners at first and second with two outs in the 4th. #Astros
0429b914-907a-4d79-aed8-5e2a7ebaa230,6.46063E+17,0,High school football score predictor: Week 3 http://t.co/5n7yMTwIjp
0429b914-907a-4d79-aed8-5e2a7ebaa230,6.47117E+17,0,Brendan Taylor was a disappointed man after day 3 of #NottsvHants despite scoring 90: http://t.co/gTmWcOCrmJ http://t.co/gHA5B0ZzCI
0429b914-907a-4d79-aed8-5e2a7ebaa230,6.47238E+17,0,Final Score Friday – 2015: Week 5 scoreboard http://t.co/ebEeTUfqt7
0429b914-907a-4d79-aed8-5e2a7ebaa230,6.4786E+17,0,England score the only try of the first half to lead Wales 16-9 after a torrid first half of their Pool A showdown at Twickenham #RWC2015
